Best_CV_PR_AUC,Selected_Threshold,Validation_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Validation_ROC_AUC,Validation_PR_AUC
0.5625938246368727,0.5499999999999999,0.7844444444444445,0.5108601216333623,0.5909547738693467,0.5479962721342032,0.7826436031799511,0.561042234485753
